,0
830,7.0
831,3.0
832,7.0
833,3.0
834,3.0
835,4.0
836,7.0
837,8.0
838,10.0
839,7.0
840,6.0
841,3.0
842,7.0
843,11.0
844,3.0
845,4.0
846,4.0
847,7.0
848,8.0
849,4.0
850,11.0
851,3.0
852,3.0
853,7.0
854,11.0
855,6.0
856,5.0
857,4.0
858,7.0
859,7.0
860,3.0
861,3.0
862,5.0
863,7.0
864,3.0
865,6.0
866,3.0
867,3.0
868,11.0
869,3.0
870,7.0
871,7.0
872,5.0
873,3.0
874,7.0
875,7.0
876,6.0
877,5.0
878,3.0
879,7.0
880,7.0
881,3.0
882,4.0
883,7.0
884,9.0
885,4.0
886,7.0
887,4.0
888,2.0
889,2.0
890,3.0
891,3.0
892,2.0
893,9.0
894,7.0
895,4.0
896,3.0
897,7.0
898,7.0
899,7.0
900,3.0
901,8.0
902,3.0
903,4.0
904,11.0
905,5.0
906,8.0
907,8.0
908,1.0
909,7.0
910,3.0
911,11.0
912,4.0
913,3.0
914,8.0
915,4.0
916,11.0
917,7.0
918,7.0
919,7.0
920,7.0
921,7.0
922,7.0
923,7.0
924,3.0
925,4.0
926,4.0
927,7.0
928,11.0
929,5.0
930,7.0
931,11.0
932,4.0
933,3.0
934,7.0
935,3.0
936,3.0
937,8.0
938,3.0
939,7.0
940,4.0
941,11.0
942,8.0
943,3.0
944,4.0
945,7.0
946,7.0
947,5.0
948,11.0
949,7.0
950,7.0
951,7.0
952,7.0
953,11.0
954,7.0
955,9.0
956,7.0
957,7.0
958,7.0
959,11.0
960,2.0
961,7.0
962,11.0
963,7.0
964,4.0
965,7.0
966,11.0
967,7.0
968,3.0
969,8.0
970,8.0
971,7.0
972,3.0
973,7.0
974,4.0
975,11.0
976,7.0
977,7.0
978,11.0
979,7.0
980,11.0
981,11.0
982,4.0
983,7.0
984,4.0
985,7.0
986,3.0
987,11.0
988,7.0
989,7.0
990,3.0
991,7.0
992,5.0
993,3.0
994,3.0
995,3.0
996,4.0
997,4.0
998,7.0
999,2.0
1000,7.0
1001,7.0
1002,7.0
1003,4.0
1004,3.0
1005,5.0
1006,11.0
1007,3.0
1008,5.0
1009,11.0
1010,9.0
1011,11.0
1012,11.0
1013,9.0
1014,2.0
1015,9.0
1016,7.0
1017,11.0
1018,11.0
1019,11.0
1020,5.0
1021,11.0
1022,3.0
1023,5.0
1024,7.0
1025,7.0
1026,7.0
1027,3.0
1028,11.0
1029,7.0
1030,7.0
1031,8.0
1032,2.0
1033,2.0
1034,4.0
1035,7.0
1036,8.0
1037,3.0
1038,4.0
1039,13.0
1040,8.0
1041,3.0
1042,2.0
1043,11.0
1044,7.0
1045,7.0
1046,8.0
1047,8.0
1048,11.0
1049,3.0
1050,5.0
1051,5.0
1052,4.0
1053,8.0
1054,3.0
1055,11.0
1056,4.0
1057,7.0
1058,3.0
1059,7.0
1060,3.0
1061,8.0
1062,9.0
1063,9.0
1064,9.0
1065,4.0
1066,8.0
1067,11.0
1068,7.0
1069,4.0
1070,5.0
1071,7.0
1072,9.0
1073,4.0
1074,11.0
1075,4.0
1076,10.0
1077,7.0
1078,8.0
1079,3.0
1080,11.0
1081,3.0
1082,12.0
1083,4.0
1084,4.0
1085,7.0
1086,4.0
1087,4.0
1088,7.0
1089,8.0
1090,3.0
1091,7.0
1092,7.0
1093,12.0
1094,7.0
1095,3.0
1096,3.0
1097,8.0
1098,11.0
1099,3.0
1100,12.0
1101,7.0
1102,8.0
1103,6.0
1104,7.0
1105,11.0
1106,5.0
1107,8.0
1108,7.0
1109,8.0
1110,5.0
1111,5.0
1112,7.0
1113,4.0
1114,3.0
1115,7.0
1116,5.0
1117,7.0
1118,11.0
1119,4.0
1120,12.0
1121,3.0
1122,3.0
1123,8.0
1124,11.0
1125,7.0
1126,7.0
1127,11.0
1128,7.0
1129,11.0
1130,3.0
1131,6.0
1132,8.0
1133,2.0
1134,7.0
1135,9.0
1136,5.0
1137,7.0
1138,11.0
1139,8.0
1140,2.0
1141,7.0
1142,4.0
1143,7.0
1144,11.0
1145,11.0
1146,9.0
1147,6.0
1148,3.0
1149,5.0
1150,8.0
1151,7.0
1152,5.0
1153,5.0
1154,3.0
1155,11.0
1156,4.0
1157,7.0
1158,7.0
1159,7.0
1160,4.0
1161,7.0
1162,7.0
1163,11.0
1164,7.0
1165,4.0
1166,8.0
1167,5.0
1168,5.0
1169,7.0
1170,7.0
1171,11.0
1172,4.0
1173,11.0
1174,3.0
1175,2.0
1176,3.0
1177,7.0
1178,11.0
1179,11.0
1180,9.0
1181,4.0
1182,7.0
1183,9.0
1184,4.0
1185,8.0
1186,7.0
1187,11.0
1188,7.0
1189,8.0
1190,8.0
1191,11.0
1192,11.0
1193,11.0
1194,4.0
1195,5.0
1196,4.0
1197,11.0
1198,11.0
1199,7.0
1200,3.0
1201,11.0
1202,7.0
1203,3.0
1204,3.0
1205,4.0
1206,11.0
1207,7.0
1208,10.0
1209,8.0
1210,4.0
1211,11.0
1212,5.0
1213,3.0
1214,4.0
1215,3.0
1216,4.0
1217,4.0
1218,11.0
1219,7.0
1220,7.0
1221,4.0
1222,11.0
1223,7.0
1224,4.0
1225,11.0
1226,7.0
1227,7.0
1228,3.0
1229,9.0
1230,3.0
1231,10.0
1232,7.0
1233,7.0
1234,7.0
1235,11.0
1236,7.0
1237,7.0
1238,11.0
1239,11.0
1240,11.0
1241,9.0
1242,11.0
1243,12.0
1244,11.0
1245,11.0
1246,4.0
1247,8.0
1248,11.0
1249,5.0
1250,11.0
1251,6.0
1252,7.0
1253,7.0
1254,8.0
1255,7.0
1256,7.0
1257,8.0
1258,11.0
1259,3.0
1260,11.0
1261,3.0
1262,11.0
1263,7.0
1264,7.0
1265,11.0
1266,7.0
1267,11.0
1268,11.0
1269,3.0
1270,6.0
1271,8.0
1272,11.0
1273,7.0
1274,9.0
1275,6.0
1276,7.0
1277,8.0
1278,4.0
1279,11.0
1280,3.0
1281,11.0
1282,11.0
1283,12.0
1284,11.0
1285,9.0
1286,11.0
1287,9.0
1288,7.0
1289,7.0
1290,8.0
1291,11.0
1292,11.0
1293,11.0
1294,11.0
1295,5.0
1296,7.0
1297,3.0
1298,2.0
1299,8.0
1300,7.0
1301,3.0
1302,7.0
1303,11.0
1304,7.0
1305,11.0
1306,11.0
1307,11.0
1308,8.0
1309,11.0
1310,8.0
1311,9.0
1312,12.0
1313,5.0
1314,9.0
1315,11.0
1316,4.0
1317,12.0
1318,4.0
1319,3.0
1320,4.0
1321,7.0
1322,11.0
1323,8.0
1324,3.0
1325,12.0
1326,11.0
1327,7.0
1328,7.0
1329,5.0
1330,11.0
1331,7.0
1332,7.0
1333,11.0
1334,11.0
1335,11.0
1336,12.0
1337,11.0
1338,7.0
1339,7.0
1340,9.0
1341,5.0
1342,8.0
1343,11.0
1344,7.0
1345,9.0
1346,7.0
1347,7.0
1348,14.0
1349,7.0
1350,11.0
1351,11.0
1352,11.0
1353,11.0
1354,3.0
1355,7.0
1356,3.0
1357,12.0
1358,11.0
1359,11.0
1360,9.0
1361,11.0
1362,11.0
1363,11.0
1364,3.0
1365,7.0
1366,7.0
1367,11.0
1368,7.0
1369,11.0
1370,11.0
1371,11.0
1372,7.0
1373,11.0
1374,8.0
1375,7.0
1376,11.0
1377,8.0
1378,3.0
1379,7.0
1380,5.0
1381,4.0
1382,7.0
1383,8.0
1384,4.0
1385,11.0
1386,11.0
1387,8.0
1388,11.0
1389,11.0
1390,7.0
1391,8.0
1392,7.0
1393,8.0
1394,11.0
1395,12.0
1396,11.0
1397,7.0
1398,8.0
1399,7.0
1400,13.0
1401,7.0
1402,7.0
1403,8.0
1404,11.0
1405,5.0
1406,12.0
1407,11.0
1408,11.0
1409,7.0
1410,11.0
1411,11.0
1412,8.0
1413,11.0
1414,11.0
1415,4.0
1416,8.0
1417,11.0
1418,11.0
1419,11.0
1420,8.0
1421,7.0
1422,3.0
1423,8.0
1424,11.0
1425,5.0
1426,3.0
1427,8.0
1428,12.0
1429,7.0
1430,11.0
1431,3.0
1432,11.0
1433,11.0
1434,2.0
1435,12.0
1436,3.0
1437,7.0
1438,7.0
1439,9.0
1440,9.0
1441,11.0
1442,4.0
1443,7.0
1444,7.0
1445,17.0
1446,13.0
1447,9.0
1448,3.0
1449,7.0
1450,7.0
1451,8.0
1452,11.0
1453,8.0
1454,8.0
1455,9.0
1456,2.0
1457,7.0
1458,11.0
1459,8.0
1460,4.0
1461,11.0
1462,3.0
1463,3.0
1464,10.0
1465,8.0
1466,3.0
1467,11.0
1468,7.0
1469,12.0
1470,4.0
1471,11.0
1472,7.0
1473,11.0
1474,11.0
1475,12.0
1476,11.0
1477,11.0
1478,11.0
1479,5.0
1480,12.0
1481,4.0
1482,12.0
1483,11.0
1484,11.0
1485,11.0
1486,8.0
1487,11.0
1488,11.0
1489,12.0
1490,7.0
1491,11.0
1492,11.0
1493,7.0
1494,11.0
1495,7.0
1496,8.0
1497,11.0
1498,13.0
1499,7.0
1500,8.0
1501,12.0
1502,3.0
1503,7.0
1504,11.0
1505,3.0
1506,8.0
1507,11.0
1508,11.0
1509,7.0
1510,7.0
1511,3.0
1512,8.0
1513,11.0
1514,11.0
1515,9.0
1516,8.0
1517,11.0
1518,7.0
1519,11.0
1520,11.0
1521,11.0
1522,7.0
1523,12.0
1524,9.0
1525,11.0
1526,4.0
1527,9.0
1528,11.0
1529,3.0
1530,4.0
1531,7.0
1532,11.0
1533,11.0
1534,11.0
1535,11.0
1536,8.0
1537,11.0
1538,4.0
1539,13.0
1540,8.0
1541,11.0
1542,11.0
1543,11.0
1544,7.0
1545,11.0
1546,11.0
1547,6.0
1548,12.0
1549,5.0
1550,8.0
1551,11.0
1552,11.0
1553,8.0
1554,8.0
1555,7.0
1556,11.0
1557,12.0
1558,11.0
1559,8.0
1560,11.0
1561,11.0
1562,11.0
1563,11.0
1564,9.0
1565,11.0
1566,11.0
1567,11.0
1568,8.0
1569,8.0
1570,11.0
1571,8.0
1572,11.0
1573,1.0
1574,11.0
1575,8.0
1576,14.0
1577,11.0
1578,11.0
1579,10.0
1580,12.0
1581,12.0
1582,12.0
1583,11.0
1584,11.0
1585,11.0
1586,11.0
1587,11.0
1588,11.0
1589,8.0
1590,11.0
1591,11.0
1592,11.0
1593,3.0
1594,4.0
1595,10.0
1596,7.0
1597,9.0
1598,11.0
1599,11.0
1600,11.0
1601,11.0
1602,11.0
1603,11.0
1604,3.0
1605,5.0
1606,10.0
1607,12.0
1608,11.0
1609,11.0
1610,11.0
1611,13.0
1612,11.0
1613,11.0
1614,11.0
1615,11.0
1616,9.0
1617,8.0
1618,7.0
1619,7.0
1620,14.0
1621,10.0
1622,7.0
1623,7.0
1624,11.0
1625,9.0
1626,10.0
1627,11.0
1628,11.0
1629,8.0
1630,11.0
1631,11.0
1632,10.0
1633,11.0
1634,3.0
1635,7.0
1636,11.0
1637,11.0
1638,9.0
1639,3.0
1640,11.0
1641,3.0
1642,11.0
1643,10.0
1644,12.0
1645,11.0
1646,11.0
1647,12.0
1648,13.0
1649,11.0
1650,12.0
1651,12.0
1652,11.0
1653,11.0
1654,7.0
1655,7.0
1656,11.0
1657,11.0
1658,11.0
1659,8.0
1660,12.0
1661,10.0
1662,9.0
1663,9.0
1664,7.0
1665,9.0
1666,6.0
1667,10.0
1668,11.0
1669,6.0
1670,6.0
1671,11.0
1672,7.0
1673,8.0
1674,7.0
1675,8.0
1676,4.0
1677,14.0
1678,9.0
1679,8.0
1680,7.0
1681,2.0
1682,12.0
1683,11.0
1684,11.0
1685,9.0
1686,8.0
1687,11.0
1688,11.0
1689,8.0
1690,11.0
1691,11.0
1692,11.0
1693,8.0
1694,8.0
1695,15.0
1696,2.0
1697,13.0
1698,8.0
1699,11.0
1700,6.0
1701,8.0
1702,11.0
1703,11.0
1704,11.0
1705,13.0
1706,8.0
1707,8.0
1708,7.0
1709,9.0
1710,7.0
1711,13.0
1712,8.0
1713,13.0
1714,12.0
1715,11.0
1716,6.0
1717,7.0
1718,8.0
1719,11.0
1720,11.0
1721,11.0
1722,11.0
1723,8.0
1724,12.0
1725,9.0
1726,11.0
1727,4.0
1728,9.0
1729,16.0
1730,9.0
1731,12.0
1732,11.0
1733,10.0
1734,7.0
1735,12.0
1736,13.0
1737,11.0
1738,5.0
1739,13.0
1740,8.0
1741,5.0
1742,7.0
1743,7.0
1744,8.0
1745,4.0
1746,11.0
1747,11.0
1748,11.0
1749,12.0
1750,8.0
1751,4.0
1752,9.0
1753,7.0
1754,12.0
1755,9.0
1756,8.0
1757,11.0
1758,11.0
1759,11.0
1760,10.0
1761,10.0
1762,9.0
1763,4.0
1764,11.0
1765,10.0
1766,12.0
1767,12.0
1768,15.0
1769,12.0
1770,9.0
1771,8.0
1772,9.0
1773,7.0
1774,11.0
1775,13.0
1776,8.0
1777,11.0
1778,4.0
1779,10.0
1780,8.0
1781,8.0
1782,15.0
1783,9.0
1784,9.0
1785,11.0
1786,11.0
1787,11.0
1788,12.0
1789,11.0
1790,12.0
1791,11.0
1792,11.0
1793,11.0
1794,8.0
1795,12.0
1796,8.0
1797,8.0
1798,3.0
1799,11.0
1800,11.0
1801,12.0
1802,5.0
1803,4.0
1804,9.0
1805,12.0
1806,4.0
1807,12.0
1808,9.0
1809,8.0
1810,11.0
1811,8.0
1812,13.0
1813,11.0
1814,13.0
1815,8.0
1816,11.0
1817,11.0
1818,4.0
1819,12.0
1820,8.0
1821,4.0
1822,11.0
1823,11.0
1824,11.0
1825,5.0
1826,13.0
1827,12.0
1828,11.0
1829,13.0
1830,16.0
1831,3.0
1832,12.0
1833,8.0
1834,11.0
1835,7.0
1836,14.0
1837,5.0
1838,5.0
1839,9.0
1840,11.0
1841,10.0
1842,5.0
1843,12.0
1844,11.0
1845,12.0
1846,13.0
1847,12.0
1848,12.0
1849,4.0
1850,12.0
1851,9.0
1852,8.0
1853,11.0
1854,11.0
1855,3.0
1856,7.0
1857,12.0
1858,12.0
1859,12.0
1860,3.0
1861,12.0
1862,11.0
1863,9.0
1864,8.0
1865,8.0
1866,4.0
1867,9.0
1868,12.0
1869,8.0
1870,4.0
1871,10.0
1872,10.0
1873,8.0
1874,5.0
1875,8.0
1876,8.0
1877,11.0
1878,12.0
1879,11.0
1880,12.0
1881,4.0
1882,8.0
1883,14.0
1884,8.0
1885,8.0
1886,4.0
1887,11.0
1888,4.0
1889,11.0
1890,4.0
1891,10.0
1892,13.0
1893,10.0
1894,4.0
1895,11.0
1896,7.0
1897,8.0
1898,13.0
1899,12.0
1900,11.0
1901,6.0
1902,12.0
1903,6.0
1904,10.0
1905,4.0
1906,8.0
1907,11.0
1908,10.0
1909,13.0
1910,3.0
1911,15.0
1912,10.0
1913,11.0
1914,13.0
1915,8.0
1916,13.0
1917,7.0
1918,11.0
1919,13.0
1920,7.0
1921,8.0
1922,11.0
1923,12.0
1924,11.0
1925,7.0
1926,12.0
1927,11.0
1928,8.0
1929,12.0
1930,11.0
1931,6.0
1932,9.0
1933,11.0
1934,9.0
1935,7.0
1936,5.0
1937,5.0
1938,5.0
1939,3.0
1940,17.0
1941,6.0
1942,9.0
1943,4.0
1944,8.0
1945,12.0
1946,3.0
1947,14.0
1948,11.0
1949,8.0
1950,8.0
1951,12.0
1952,8.0
1953,11.0
1954,9.0
1955,7.0
1956,9.0
1957,7.0
1958,16.0
1959,5.0
1960,2.0
1961,9.0
1962,4.0
1963,8.0
1964,12.0
1965,7.0
1966,9.0
1967,15.0
1968,11.0
1969,4.0
1970,10.0
1971,8.0
1972,13.0
1973,11.0
1974,12.0
1975,10.0
1976,8.0
1977,8.0
1978,2.0
1979,11.0
1980,12.0
1981,11.0
1982,14.0
1983,14.0
1984,9.0
1985,12.0
1986,11.0
1987,11.0
1988,9.0
1989,8.0
1990,9.0
1991,6.0
1992,9.0
1993,21.0
1994,12.0
1995,11.0
1996,11.0
1997,12.0
1998,8.0
1999,11.0
2000,8.0
2001,11.0
2002,7.0
2003,12.0
2004,20.0
2005,13.0
2006,16.0
2007,9.0
2008,4.0
2009,9.0
2010,13.0
2011,10.0
2012,12.0
2013,14.0
2014,5.0
2015,13.0
2016,9.0
2017,7.0
2018,10.0
2019,8.0
2020,12.0
2021,8.0
2022,11.0
2023,10.0
2024,16.0
2025,13.0
2026,10.0
2027,9.0
2028,11.0
2029,4.0
2030,13.0
2031,7.0
2032,11.0
2033,3.0
2034,7.0
2035,7.0
2036,8.0
2037,5.0
2038,16.0
2039,14.0
2040,12.0
2041,11.0
2042,12.0
2043,18.0
2044,8.0
2045,9.0
2046,13.0
2047,16.0
2048,12.0
2049,14.0
2050,10.0
2051,10.0
2052,14.0
2053,8.0
2054,13.0
2055,14.0
2056,6.0
2057,13.0
2058,17.0
2059,8.0
2060,8.0
2061,13.0
2062,8.0
2063,6.0
2064,13.0
2065,10.0
2066,8.0
2067,6.0
2068,10.0
2069,10.0
2070,9.0
2071,8.0
2072,16.0
2073,13.0
2074,14.0
2075,5.0
2076,6.0
2077,9.0
2078,8.0
2079,9.0
2080,11.0
2081,12.0
2082,10.0
2083,10.0
2084,11.0
2085,12.0
2086,12.0
2087,10.0
2088,13.0
2089,13.0
2090,5.0
2091,14.0
2092,5.0
2093,8.0
2094,4.0
2095,12.0
2096,11.0
2097,8.0
2098,13.0
2099,11.0
2100,12.0
2101,7.0
2102,9.0
2103,5.0
2104,12.0
2105,15.0
2106,10.0
2107,8.0
2108,9.0
2109,9.0
2110,13.0
2111,15.0
2112,14.0
2113,16.0
2114,11.0
2115,8.0
2116,9.0
2117,4.0
2118,8.0
2119,8.0
2120,6.0
2121,12.0
2122,3.0
2123,4.0
2124,9.0
2125,9.0
2126,12.0
2127,5.0
2128,7.0
2129,8.0
2130,9.0
2131,15.0
2132,5.0
2133,13.0
2134,11.0
2135,4.0
2136,9.0
2137,9.0
2138,11.0
2139,12.0
