,0
1744,4.0
1745,3.0
1746,8.0
1747,7.0
1748,11.0
1749,11.0
1750,11.0
1751,13.0
1752,11.0
1753,9.0
1754,8.0
1755,14.0
1756,4.0
1757,7.0
1758,10.0
1759,11.0
1760,11.0
1761,8.0
1762,7.0
1763,11.0
1764,9.0
1765,11.0
1766,12.0
1767,9.0
1768,13.0
1769,12.0
1770,8.0
1771,1.0
1772,6.0
1773,8.0
1774,8.0
1775,12.0
1776,8.0
1777,10.0
1778,9.0
1779,12.0
1780,12.0
1781,11.0
1782,12.0
1783,5.0
1784,7.0
1785,5.0
1786,11.0
1787,11.0
1788,5.0
1789,8.0
1790,10.0
1791,12.0
1792,9.0
1793,7.0
1794,13.0
1795,11.0
1796,10.0
1797,10.0
1798,12.0
1799,12.0
1800,12.0
1801,13.0
1802,13.0
1803,5.0
1804,8.0
1805,10.0
1806,11.0
1807,3.0
1808,8.0
1809,13.0
1810,8.0
1811,9.0
1812,13.0
1813,12.0
1814,11.0
1815,5.0
1816,14.0
1817,8.0
1818,11.0
1819,3.0
1820,4.0
1821,13.0
1822,4.0
1823,8.0
1824,8.0
1825,11.0
1826,15.0
1827,4.0
1828,11.0
1829,4.0
1830,7.0
1831,7.0
1832,12.0
1833,8.0
1834,8.0
1835,12.0
1836,9.0
1837,17.0
1838,8.0
1839,3.0
1840,7.0
1841,5.0
1842,9.0
1843,12.0
1844,12.0
1845,18.0
1846,8.0
1847,11.0
1848,11.0
1849,12.0
1850,10.0
1851,12.0
1852,4.0
1853,3.0
1854,12.0
1855,10.0
1856,8.0
1857,6.0
1858,13.0
1859,11.0
1860,7.0
1861,10.0
1862,8.0
1863,7.0
1864,9.0
1865,5.0
1866,1.0
1867,9.0
1868,10.0
1869,11.0
1870,12.0
1871,6.0
1872,5.0
1873,5.0
1874,11.0
1875,9.0
1876,11.0
1877,10.0
1878,7.0
1879,8.0
1880,7.0
1881,9.0
1882,9.0
1883,10.0
1884,12.0
1885,7.0
1886,10.0
1887,12.0
1888,10.0
1889,9.0
1890,6.0
1891,9.0
1892,6.0
1893,6.0
1894,6.0
1895,13.0
1896,4.0
1897,11.0
1898,12.0
1899,10.0
1900,9.0
1901,4.0
1902,8.0
1903,11.0
1904,11.0
1905,4.0
1906,11.0
1907,11.0
1908,4.0
1909,12.0
1910,8.0
1911,8.0
1912,13.0
1913,8.0
1914,12.0
1915,7.0
1916,9.0
1917,12.0
1918,8.0
1919,9.0
1920,6.0
1921,6.0
1922,11.0
1923,5.0
1924,13.0
1925,11.0
1926,6.0
1927,5.0
1928,7.0
1929,12.0
1930,8.0
1931,10.0
1932,8.0
1933,11.0
1934,9.0
1935,7.0
1936,9.0
1937,12.0
1938,9.0
1939,11.0
1940,8.0
1941,9.0
1942,4.0
1943,9.0
1944,13.0
1945,11.0
1946,14.0
1947,8.0
1948,8.0
1949,13.0
1950,5.0
1951,6.0
1952,12.0
1953,3.0
1954,12.0
1955,4.0
1956,7.0
1957,18.0
1958,11.0
1959,10.0
1960,5.0
1961,10.0
1962,8.0
1963,12.0
1964,12.0
1965,12.0
1966,8.0
1967,11.0
1968,12.0
1969,11.0
1970,12.0
1971,9.0
1972,13.0
1973,9.0
1974,6.0
1975,10.0
1976,16.0
1977,14.0
1978,12.0
1979,12.0
1980,4.0
1981,8.0
1982,13.0
1983,5.0
1984,15.0
1985,12.0
1986,15.0
1987,8.0
1988,10.0
1989,14.0
1990,12.0
1991,11.0
1992,11.0
1993,12.0
1994,14.0
1995,14.0
1996,9.0
1997,5.0
1998,14.0
1999,15.0
2000,4.0
2001,13.0
2002,3.0
2003,12.0
2004,6.0
2005,12.0
2006,12.0
2007,12.0
2008,10.0
2009,12.0
2010,9.0
2011,14.0
2012,11.0
2013,7.0
2014,8.0
2015,5.0
2016,8.0
2017,9.0
2018,9.0
2019,6.0
2020,13.0
2021,7.0
2022,9.0
2023,15.0
2024,11.0
2025,16.0
2026,13.0
